,a,b,c,d,e,id
2888,300,0,4,300,300,2
2889,300,300,4,300,900,2
2890,600,300,5.6,600,0,2
2891,300,0,6.4,300,0,2
2892,300,0,3.6,300,0,2
2893,600,600,5.6,600,3000,2
2894,600,600,4.4,600,300,2
2895,300,0,3.8,300,5400,2
2896,300,0,3.6,300,16500,2
2897,300,0,3.6,300,1200,2
2898,300,0,8.8,300,20100,2
2899,1800,900,9.2,1800,0,2
2900,600,300,15.6,600,0,2
2901,600,300,24,600,900,2
2902,600,300,15.6,600,3900,2
2903,900,600,15.6,900,0,2
2904,600,300,15.6,600,0,2
2905,900,300,19.6,900,2100,2
2906,1200,300,13.6,1200,0,2
2907,300,0,7.2,300,1800,2
2908,300,900,10.8,300,300,2
2909,300,0,4,300,0,2
2910,300,600,7.2,300,0,2
2911,300,0,4,300,0,2
2912,300,0,4,300,900,2
2913,900,600,6.8,900,2100,2
2914,600,300,6.4,600,0,2
2915,600,600,5.2,600,300,2
2916,300,0,3.6,300,300,2
2917,300,0,3.6,300,3000,2
2918,300,300,3.6,300,1200,2
2919,600,300,4,600,1200,2
2920,300,0,3.6,300,4800,2
2921,300,0,3.4,300,1200,2
2922,600,300,4.2,600,3300,2
2923,300,300,3.6,300,10500,2
2924,600,600,5.6,600,6600,2
2925,1200,900,4,1200,3900,2
2926,300,300,16.8,300,0,2
2927,1500,300,6.8,1500,0,2
2928,600,900,10.4,600,0,2
2929,300,600,19.6,300,0,2
2930,600,300,15.2,600,1200,2
2931,900,600,10.4,900,0,2
2932,600,300,8,600,0,2
2933,600,900,10.4,600,900,2
2934,900,300,4.8,900,15000,2
2935,300,0,4,300,1200,2
2936,300,0,3.6,300,0,2
2937,600,300,4.4,600,900,2
2938,600,300,4.8,600,600,2
2939,300,0,3.6,300,2400,2
2940,900,300,4.8,900,3000,2
2941,300,0,3.6,300,11100,2
2942,300,300,4,300,9900,2
2943,300,0,3.6,300,300,2
2944,600,300,4.8,600,1200,2
2945,600,900,9.6,600,15600,2
2946,1800,300,15.2,1800,300,2
2947,300,300,18.4,300,0,2
2948,600,900,12,600,300,2
2949,600,300,15.2,600,300,2
2950,300,300,15.2,300,900,2
2951,300,600,8.8,300,12300,2
2952,1500,300,8.8,1500,0,2
2953,600,300,10.4,600,0,2
2954,600,300,6.4,600,0,2
2955,300,300,4.8,300,3300,2
2956,300,300,4,300,900,2
2957,300,0,3.21,300,300,2
2958,900,600,4.2,900,300,2
2959,600,600,3.6,600,0,2
2960,300,300,4.8,300,600,2
2961,300,0,3.6,300,0,2
2962,900,300,4,900,300,2
2963,300,0,3.6,300,11700,2
2964,300,0,8.4,300,27000,2
2965,900,1200,16.8,900,14400,2
2966,600,300,13.2,600,0,2
2967,600,1200,13.2,600,600,2
2968,600,300,10.4,600,0,2
2969,300,900,13.2,300,300,2
2970,300,300,7.2,300,3600,2
2971,300,300,7.2,300,0,2
2972,300,300,7.2,300,0,2
2973,300,0,4.8,300,0,2
2974,300,0,4,300,2700,2
2975,300,0,4,300,1200,2
2976,300,300,4,300,1500,2
2977,300,0,4,300,1200,2
2978,600,300,4,600,1200,2
2979,300,0,4,300,300,2
2980,300,300,3.6,300,5400,2
2981,300,0,3.6,300,67200,2
2982,600,300,5.6,600,1800,2
2983,600,900,5.2,600,600,2
2984,600,300,5.2,600,0,2
2985,600,600,5.2,600,300,2
2986,300,0,3.6,300,3600,2
2987,600,600,3.6,600,1800,2
2988,300,300,4.8,300,2700,2
2989,300,0,3.6,300,0,2
2990,300,300,6.4,300,600,2
2991,900,1500,6.8,900,2100,2
2992,300,0,3.6,300,0,2
2993,300,0,3.6,300,0,2
2994,600,300,4.2,600,2100,2
2995,300,300,3.4,300,0,2
2996,900,300,5,900,1500,2
2997,300,300,3.4,300,300,2
2998,600,600,3.4,600,2100,2
2999,600,300,10.6,600,5100,2
3000,600,300,12.6,600,0,2
3001,600,900,22.6,600,0,2
3002,900,1800,15,900,10800,2
3003,300,0,10.2,300,9600,2
3004,2100,600,17,2100,0,2
3005,900,600,4.6,900,0,2
3006,900,2100,6.2,900,0,2
3007,300,300,4.6,300,5400,2
3008,600,300,4.8,600,13200,2
3009,300,0,3.6,300,1500,2
3010,300,0,3.21,300,0,2
3011,600,600,4.4,600,1800,2
3012,300,0,3.6,300,0,2
3013,600,600,4.8,600,900,2
3014,300,300,3.6,300,2700,2
3015,300,0,3.6,300,300,2
3016,300,0,3.6,300,7200,2
3017,300,0,3.6,300,900,2
3018,900,600,13.2,900,0,2
3019,600,300,16.4,600,0,2
3020,300,900,13.6,300,0,2
3021,600,1800,9.6,600,16500,2
3022,600,1200,7.2,600,1500,2
3023,900,300,8.8,900,0,2
3024,600,300,4.4,600,0,2
3025,600,300,4.4,600,2100,2
3026,300,0,3.6,300,0,2
3027,900,300,5.2,900,600,2
3028,300,300,4,300,16500,2
3029,300,0,4.4,300,32100,2
3030,1200,300,10.8,1200,24000,2
3031,900,300,19.2,900,0,2
3032,600,300,10.8,600,0,2
3033,300,0,6,300,50400,2
3034,300,0,3.6,300,82800,2
3035,600,300,4,600,70500,2
3036,600,1200,26,600,36900,2
3037,600,300,4.4,600,2400,2
3038,300,300,3.6,300,900,2
3039,300,0,3.4,300,1200,2
3040,900,600,6.6,900,300,2
3041,300,0,3.4,300,2100,2
3042,300,300,3.4,300,0,2
3043,900,1200,5,900,1200,2
3044,600,300,15.4,600,45000,2
3045,300,600,15.4,300,0,2
3046,300,1200,20.2,300,0,2
3047,600,900,20.2,600,0,2
3048,600,2400,24.2,600,0,2
3049,900,1200,13,900,300,2
3050,600,1200,13,600,0,2
3051,600,0,8.4,600,8400,2
3052,600,300,8.4,600,0,2
3053,900,300,8.4,900,300,2
3054,300,0,3.6,300,0,2
3055,600,600,6.4,600,1800,2
3056,300,0,3.6,300,0,2
3057,900,300,4,900,2100,2
3058,300,300,3.6,300,9900,2
3059,300,0,8,300,33000,2
3060,300,0,6.4,300,0,2
3061,600,300,11.6,600,0,2
3062,900,900,9.2,900,0,2
3063,900,1800,18,900,300,2
3064,900,600,11.6,900,0,2
3065,600,300,11.6,600,0,2
3066,600,300,18,600,4800,2
3067,600,600,9.6,600,0,2
3068,300,300,12.4,300,64500,2
3069,600,900,12.4,600,0,2
3070,300,900,12.4,300,0,2
3071,300,300,19.2,300,300,2
3072,900,300,22.4,900,0,2
3073,600,300,15.6,600,0,2
3074,900,300,12.4,900,0,2
3075,600,600,12.4,600,0,2
3076,600,900,18.048,600,2100,2
3077,600,300,18.60333333,600,0,2
3078,600,900,8,600,0,2
3079,300,1200,16,300,0,2
3080,900,900,13.2,900,0,2
3081,1800,0,20,1800,54900,2
3082,300,300,11.6,300,0,2
3083,600,1200,14,600,0,2
3084,600,900,16.8,600,0,2
3085,300,300,8.8,300,0,2
3086,600,600,11.6,600,2100,2
3087,600,300,11.6,600,0,2
3088,600,1200,14,600,0,2
3089,600,600,15.8025,600,0,2
3090,600,900,12.8,600,0,2
3091,600,300,10,600,0,2
3092,600,900,19.6,600,600,2
3093,600,1200,10,600,0,2
3094,600,300,10,600,0,2
3095,1200,1500,10,1200,300,2
3096,900,900,8,900,0,2
3097,300,0,3.6,300,0,2
3098,600,600,4.4,600,900,2
3099,600,300,4.4,600,600,2
3100,300,600,13.2,300,46800,2
3101,300,600,8.4,300,300,2
3102,900,1200,12.8,900,0,2
3103,300,0,4.8,300,0,2
3104,600,900,12.8,600,0,2
3105,900,1200,12.8,900,0,2
3106,600,1200,10.8,600,0,2
3107,600,300,4.8,600,0,2
3108,600,600,7.2,600,0,2
3109,600,300,11.2,600,0,2
3110,900,1200,11.2,900,0,2
3111,900,300,9.2,900,0,2
3112,600,300,4.8,600,0,2
3113,300,300,4.61,300,0,2
3114,900,1200,7,900,600,2
3115,300,0,5.4,300,600,2
3116,300,0,3.4,300,0,2
3117,600,300,3.8,600,4800,2
3118,300,0,4.8,300,50100,2
3119,300,300,6.4,300,300,2
3120,600,300,6.4,600,2400,2
3121,300,0,12.4,300,900,2
3122,300,300,8.4,300,1200,2
3123,300,600,8.4,300,0,2
3124,600,300,10.4,600,2400,2
3125,300,0,6.4,300,3600,2
3126,600,900,8.4,600,900,2
3127,300,0,4,300,1500,2
3128,600,300,8.4,600,2100,2
3129,600,300,4,600,1500,2
3130,300,300,4,300,1200,2
3131,300,300,4,300,1200,2
3132,600,300,4.4,600,20100,2
3133,600,300,4.4,600,27900,2
3134,600,600,4.8,600,20100,2
3135,600,300,10.4,600,3600,2
3136,900,600,8,900,0,2
3137,600,300,5.2,600,0,2
3138,900,300,6,900,0,2
3139,900,300,4.4,900,2700,2
3140,600,900,4.8,600,5700,2
3141,300,0,3.6,300,42300,2
3142,600,1200,22,600,0,2
3143,600,1200,18.4,600,600,2
3144,1800,300,22,1800,2100,2
3145,600,600,14.4,600,300,2
3146,600,300,14.4,600,0,2
3147,600,900,12,600,0,2
3148,600,600,14.4,600,0,2
3149,1200,300,12,1200,300,2
3150,600,900,14.4,600,0,2
3151,600,300,12,600,0,2
3152,600,600,6.4,600,0,2
3153,900,1200,8.4,900,300,2
3154,300,300,3.6,300,1500,2
3155,600,300,5.6,600,600,2
3156,600,300,4.4,600,300,2
3157,600,300,3.6,600,2100,2
3158,300,0,3.6,300,2100,2
3159,600,300,4,600,1200,2
3160,300,0,3.4,300,26400,2
3161,300,0,3.4,300,11400,2
3162,300,900,21.4,300,300,2
3163,600,1500,30.2,600,0,2
3164,600,1800,13.4,600,1500,2
3165,600,300,25.8,600,3900,2
3166,600,300,3.4,600,2400,2
3167,600,300,10.6,600,900,2
3168,600,1200,10.6,600,600,2
3169,300,300,10.6,300,0,2
3170,900,300,8.6,900,900,2
3171,600,2100,19.4,600,0,2
3172,900,300,7,900,300,2
3173,900,900,5.4,900,0,2
3174,300,0,3.8,300,1200,2
3175,300,0,3.4,300,2100,2
3176,300,0,3.6,300,5100,2
3177,300,0,3.6,300,5100,2
3178,600,600,4,600,11400,2
3179,600,300,3.6,600,10800,2
3180,300,0,3.6,300,3300,2
3181,300,0,4.4,300,300,2
3182,600,300,10,600,0,2
3183,600,900,17.6,600,0,2
3184,600,900,17.6,600,0,2
3185,300,1200,26.8,300,0,2
3186,600,900,17.6,600,0,2
3187,900,900,17.6,900,0,2
3188,900,1500,31.2,900,0,2
3189,600,1500,30.4,600,300,2
3190,900,1500,21.2,900,0,2
3191,600,300,13.2,600,0,2
3192,600,1500,21.2,600,900,2
3193,300,600,8.8,300,0,2
3194,600,300,4,600,0,2
3195,600,300,4.4,600,900,2
3196,600,600,5.2,600,900,2
3197,600,900,6,600,600,2
3198,600,300,8.8,600,59700,2
3199,600,300,14,600,600,2
3200,600,600,14,600,1800,2
3201,900,300,11.6,900,0,2
3202,300,300,4.4,300,300,2
3203,600,300,6,600,300,2
3204,300,0,4.8,300,300,2
3205,300,300,4.8,300,0,2
3206,300,300,4.8,300,1200,2
3207,600,300,4.8,600,1200,2
3208,300,0,3.6,300,900,2
3209,300,300,3.6,300,1200,2
3210,300,0,3.6,300,3600,2
3211,300,0,3.6,300,1500,2
3212,300,300,4.4,300,3300,2
3213,300,300,10.4,300,36300,2
3214,300,0,10.4,300,0,2
3215,600,300,4.4,600,17400,2
3216,300,900,16.8,300,9600,2
3217,300,0,11.6,300,0,2
3218,300,300,6,300,0,2
3219,300,0,4.4,300,0,2
3220,300,0,4.4,300,1200,2
3221,600,1500,7.2,600,1200,2
3222,300,0,4.4,300,300,2
3223,900,300,4.4,900,4500,2
3224,300,300,3.6,300,4200,2
3225,600,300,8,600,33300,2
3226,300,300,22.4,300,0,2
3227,300,0,13.2,300,3300,2
3228,600,300,13.2,600,4800,2
3229,600,900,18.8,600,0,2
3230,600,300,16,600,300,2
3231,600,1200,14.4,600,0,2
3232,600,900,14.4,600,0,2
3233,600,900,14.4,600,300,2
3234,900,600,12,900,300,2
3235,300,0,12,300,4200,2
3236,600,300,4.4,600,5100,2
3237,300,0,3.6,300,900,2
3238,600,300,3.6,600,1200,2
3239,300,300,4,300,3600,2
3240,600,300,4.4,600,1200,2
3241,300,300,3.6,300,1200,2
3242,300,600,5.6,300,13500,2
3243,600,300,4.8,600,0,2
3244,600,300,4,600,11100,2
3245,300,0,3.6,300,900,2
3246,900,300,8.4,900,15000,2
3247,600,600,6.8,600,0,2
3248,600,300,6,600,0,2
3249,900,300,16,900,3600,2
3250,300,300,18.8,300,5100,2
3251,600,600,9.6,600,6000,2
3252,300,0,4.8,300,300,2
3253,600,300,5.6,600,0,2
3254,900,300,4.8,900,89100,2
3255,300,300,4,300,4500,2
3256,300,0,3.6,300,0,2
3257,600,1200,6.4,600,128700,2
3258,600,900,12.4,600,6000,2
3259,900,1500,12.4,900,300,2
3260,1200,1200,12,1200,300,2
3261,900,1500,14.4,900,1500,2
3262,300,300,3.6,300,3600,2
3263,600,300,5.6,600,1200,2
3264,300,300,4,300,2700,2
3265,300,0,3.6,300,0,2
3266,600,600,4.8,600,1200,2
3267,600,600,4.4,600,1500,2
3268,600,600,3.8,600,1500,2
3269,300,0,3.4,300,300,2
3270,300,300,3.6,300,14400,2
3271,600,600,4.4,600,141300,2
3272,600,300,4.4,600,1800,2
3273,300,0,5.6,300,49500,2
3274,300,0,4.4,300,600,2
3275,600,600,6.4,600,2700,2
3276,900,300,10.4,900,5700,2
3277,600,300,5.2,600,15900,2
3278,600,300,5.2,600,0,2
3279,300,0,4.4,300,0,2
3280,300,0,5.2,300,0,2
3281,900,900,5.2,900,900,2
3282,600,300,3.6,600,4800,2
3283,600,600,4.4,600,0,2
3284,300,300,3.6,300,1500,2
3285,300,0,3.6,300,0,2
3286,900,300,5.6,900,1200,2
3287,600,300,4.8,600,600,2
3288,900,1200,5.2,900,1200,2
3289,600,300,6.8,600,900,2
3290,1200,600,4.4,1200,0,2
3291,900,300,6,900,900,2
3292,900,900,4.4,900,0,2
3293,900,1800,5.6,900,1500,2
3294,600,1200,5.6,600,0,2
3295,600,1200,8,600,900,2
3296,300,0,3.4,300,600,2
3297,900,2400,17.4,900,3600,2
3298,300,300,3.4,300,0,2
3299,300,0,3.4,300,300,2
3300,900,1500,12.4,900,4500,2
3301,900,2100,12.4,900,3000,2
3302,900,300,4.4,900,7200,2
3303,17400,0,16.8,17400,48300,2
3304,900,2100,24,900,0,2
3305,2400,300,24,2400,0,2
3306,900,1200,16.8,900,0,2
3307,600,1200,12.8,600,0,2
3308,600,600,16.4,600,0,2
3309,600,300,10,600,0,2
3310,600,300,8.4,600,0,2
3311,600,2100,16.4,600,0,2
3312,900,600,8.4,900,0,2
3313,900,900,8.4,900,0,2
3314,600,2100,20,600,0,2
3315,900,1500,6.8,900,1800,2
3316,900,300,6.8,900,0,2
3317,900,1200,6.8,900,0,2
3318,600,900,6.8,600,0,2
3319,900,600,3.6,900,0,2
3320,600,1200,10.8,600,0,2
3321,600,600,6,600,300,2
3322,300,900,5.6,300,2100,2
3323,600,300,10.4,600,300,2
3324,300,600,12.4,300,9300,2
3325,900,300,12.8,900,26100,2
3326,300,0,6,300,27000,2
3327,300,0,4.4,300,3300,2
3328,600,300,6,600,0,2
3329,600,900,8.4,600,0,2
3330,300,0,3.6,300,19800,2
3331,300,0,9.2,300,300,2
3332,900,300,13.6,900,0,2
3333,600,1200,13.6,600,0,2
3334,900,600,24.4,900,1500,2
3335,600,300,14.8,600,16800,2
3336,300,0,4,300,3300,2
3337,300,300,4,300,1500,2
3338,900,1200,7.6,900,0,2
3339,600,300,7.6,600,0,2
3340,900,2100,9.6,900,0,2
3341,300,600,12,300,0,2
3342,600,1800,27.6,600,300,2
3343,900,0,9.6,900,900,2
3344,900,1800,11.2,900,0,2
3345,600,1800,11.2,600,0,2
3346,600,600,26,600,0,2
3347,1500,14700,26,1500,0,2
3348,900,900,6.4,900,600,2
3349,300,900,8,300,0,2
3350,600,300,10.4,600,0,2
3351,600,300,4.4,600,2700,2
3352,600,300,5.6,600,1200,2
3353,600,900,34.4,600,300,2
3354,900,1500,12,900,900,2
3355,600,300,6.8,600,0,2
3356,900,300,9.2,900,0,2
3357,600,1500,9.008333333,600,0,2
3358,900,300,10,900,0,2
3359,600,600,6.8,600,900,2
3360,900,0,9.2,900,0,2
3361,900,300,8.4,900,0,2
3362,600,900,8.61,600,0,2
3363,900,1800,11.01,900,0,2
3364,900,1200,8.61,900,0,2
3365,900,1800,7.81,900,0,2
3366,900,0,8,900,0,2
3367,900,300,10,900,0,2
3368,300,300,9.2,300,0,2
3369,600,300,4.8,600,3300,2
3370,600,600,4.8,600,600,2
3371,600,1200,4.8,600,300,2
3372,600,600,5.2,600,300,2
3373,300,600,47.2,300,7500,2
3374,300,300,40,300,300,2
3375,600,300,47.2,600,900,2
3376,600,900,47.2,600,300,2
3377,900,600,40,900,3600,2
3378,300,0,30.4,300,3900,2
3379,300,900,55.6,300,2700,2
3380,300,600,55.6,300,600,2
3381,600,1200,30.8,600,1200,2
3382,600,300,6.4,600,3600,2
3383,900,1800,12.4,900,600,2
3384,900,900,8,900,0,2
3385,900,1800,12,900,0,2
3386,1500,1200,8.8,1500,0,2
3387,900,2400,32.8,900,300,2
3388,900,300,4.8,900,1200,2
3389,600,600,3.6,600,600,2
3390,600,1800,14.4,600,1800,2
3391,900,2100,9.2,900,300,2
3392,600,300,15.6,600,13200,2
3393,300,300,24,300,3600,2
3394,300,300,32.8,300,12900,2
3395,600,2700,26.8,600,2700,2
3396,600,600,4.4,600,0,2
3397,900,2400,11.6,900,300,2
3398,900,1800,12,900,0,2
3399,900,2100,9.2,900,0,2
3400,900,1200,12,900,0,2
3401,900,1200,17.6,900,0,2
3402,900,2100,8.8,900,0,2
3403,900,2100,8.8,900,0,2
3404,900,2700,12.8,900,0,2
3405,900,1200,8,900,0,2
3406,900,0,9.6,900,0,2
3407,600,1200,11.2,600,0,2
3408,600,300,4.8,600,19500,2
3409,900,3300,12,900,6600,2
3410,900,300,8.8,900,0,2
3411,900,600,4.8,900,7200,2
3412,600,600,4,600,900,2
3413,900,1200,4.8,900,1500,2
3414,300,0,3.6,300,0,2
3415,600,600,4,600,600,2
3416,600,1200,5.2,600,1800,2
3417,300,300,3.6,300,0,2
3418,1200,1200,4.4,1200,1200,2
3419,900,0,4.8,900,1800,2
3420,900,2400,5.6,900,1200,2
3421,600,1500,6.8,600,2700,2
3422,600,900,14,600,0,2
3423,900,2100,17.2,900,0,2
3424,900,1800,14,900,300,2
3425,300,0,4,300,2100,2
3426,600,300,4.8,600,0,2
3427,600,600,12,600,600,2
3428,600,1500,14.4,600,2400,2
3429,900,300,13.2,900,2400,2
3430,900,600,6.8,900,0,2
3431,900,2700,8.8,900,0,2
3432,1800,0,8.8,1800,0,2
3433,900,1800,10,900,0,2
3434,900,300,8,900,0,2
3435,900,600,6.8,900,0,2
3436,1200,900,8.8,1200,5400,2
3437,300,0,5.6,300,5700,2
3438,300,0,8.4,300,13500,2
3439,1200,600,10.4,1200,0,2
3440,900,600,10.4,900,300,2
3441,1200,1200,14.8,1200,146400,2
3442,1200,300,6,1200,26700,2
3443,600,900,5.2,600,3000,2
3444,900,300,6,900,300,2
3445,900,1200,6.4,900,600,2
3446,300,0,4.8,300,62700,2
3447,300,0,6,300,2700,2
3448,600,600,8,600,0,2
3449,600,300,5.6,600,0,2
3450,300,0,4,300,0,2
3451,300,300,4,300,1500,2
3452,300,300,4,300,0,2
3453,300,0,3.6,300,1200,2
3454,900,300,5.2,900,1800,2
3455,600,900,5.21,600,900,2
3456,600,300,4.8,600,1200,2
3457,600,900,4.8,600,1500,2
3458,600,900,4.4,600,2100,2
3459,600,300,4,600,4500,2
3460,600,300,3.6,600,2100,2
3461,600,600,3.6,600,10200,2
3462,300,300,8.8,300,37800,2
3463,300,300,3.6,300,0,2
3464,300,300,4.4,300,0,2
3465,300,0,3.6,300,2700,2
3466,900,900,4.4,900,600,2
3467,600,900,5.2,600,3300,2
3468,300,300,5.2,300,70500,2
3469,300,0,4.4,300,900,2
3470,300,0,3.6,300,3900,2
3471,900,3000,7.2,900,1800,2
3472,600,1200,4.4,600,0,2
3473,600,600,4,600,1800,2
3474,300,300,3.6,300,0,2
3475,300,900,8.8,300,65100,2
3476,300,0,3.6,300,44700,2
3477,900,1200,12.4,900,41400,2
3478,600,600,5.2,600,2100,2
3479,600,600,4.8,600,14400,2
3480,600,300,6.4,600,150300,2
3481,300,0,4.4,300,600,2
3482,600,1500,10.4,600,37500,2
3483,300,0,4.8,300,42300,2
3484,300,300,4.4,300,94500,2
3485,1200,300,6,1200,2700,2
3486,900,300,4,900,4500,2
3487,600,300,4,600,4800,2
3488,300,0,3.6,300,2100,2
3489,300,300,4.4,300,13200,2
3490,300,0,4.4,300,8100,2
3491,300,300,5.6,300,300,2
3492,1200,300,11.6,1200,1500,2
3493,600,1200,14,600,0,2
3494,1500,900,17.2,1500,0,2
3495,1500,1200,17.2,1500,900,2
3496,900,0,18,900,0,2
3497,900,1200,14.8,900,300,2
3498,600,1200,21.2,600,1500,2
3499,600,1200,18,600,1200,2
3500,300,0,14.8,300,0,2
3501,600,900,7.6,600,14400,2
3502,600,600,10,600,0,2
3503,600,600,12,600,0,2
3504,300,300,6,300,0,2
3505,600,300,14.4,600,300,2
3506,600,300,7.6,600,1500,2
3507,900,600,11.6,900,0,2
3508,600,600,11.6,600,0,2
3509,600,900,21.2,600,0,2
3510,600,600,11.6,600,0,2
3511,600,300,6,600,900,2
3512,600,600,11.6,600,0,2
3513,600,300,8,600,0,2
3514,900,900,10,900,0,2
3515,600,1800,23.6,600,8400,2
3516,1200,300,12.4,1200,0,2
3517,600,1200,23.6,600,6000,2
3518,600,300,4.4,600,54000,2
3519,300,0,3.6,300,15600,2
3520,300,300,5.2,300,0,2
3521,300,600,5.6,300,0,2
3522,600,600,8.4,600,0,2
3523,300,300,10,300,25500,2
3524,900,300,15.6,900,0,2
3525,600,1200,5.2,600,3000,2
3526,900,900,4,900,300,2
3527,300,0,3.6,300,3000,2
3528,600,300,4,600,2100,2
3529,300,0,3.6,300,0,2
3530,300,0,4,300,6000,2
3531,300,0,3.4,300,11700,2
3532,600,300,4.6,600,1800,2
3533,300,0,3.8,300,2700,2
3534,300,0,3.8,300,2100,2
3535,600,900,4.6,600,1800,2
3536,300,0,4,300,900,2
3537,300,300,7.2,300,900,2
3538,600,900,11.6,600,300,2
3539,600,600,11.6,600,300,2
3540,600,1200,14.8,600,300,2
3541,900,600,18,900,0,2
3542,600,600,21.2,600,0,2
3543,900,300,14,900,17400,2
3544,600,300,14,600,0,2
3545,300,0,4.4,300,900,2
3546,600,600,7.2,600,1200,2
3547,600,300,4.4,600,0,2
3548,300,0,4.4,300,0,2
3549,600,300,4,600,19500,2
3550,300,300,4.4,300,3900,2
3551,900,300,4.4,900,600,2
3552,300,300,16.4,300,17100,2
3553,600,1200,20,600,0,2
3554,300,900,23.6,300,300,2
3555,600,300,16.4,600,1800,2
3556,600,1200,16.4,600,0,2
3557,600,1800,12.8,600,0,2
3558,600,600,16.4,600,0,2
3559,600,1500,23.6,600,300,2
3560,600,1500,16.4,600,0,2
3561,600,300,4,600,12900,2
3562,600,0,7.2,600,45000,2
3563,300,300,16.8,300,0,2
3564,300,600,14,300,24300,2
3565,600,1500,16.8,600,0,2
3566,1200,300,14,1200,0,2
3567,1200,300,16.8,1200,0,2
3568,600,1200,6,600,4500,2
3569,600,1200,6,600,0,2
3570,600,300,4.4,600,31200,2
3571,600,300,10.4,600,9600,2
3572,600,300,12.4,600,0,2
3573,300,300,10.4,300,14400,2
3574,600,1200,4.8,600,49500,2
3575,300,300,4,300,300,2
3576,600,300,3.6,600,7800,2
3577,600,300,6.8,600,27000,2
3578,900,300,9.6,900,0,2
3579,300,300,6,300,0,2
3580,600,300,9.6,600,0,2
3581,300,0,5.2,300,1200,2
3582,600,600,4.4,600,0,2
3583,600,300,5,600,8700,2
3584,300,600,3.8,300,2400,2
3585,900,300,8.8,900,69600,2
3586,300,0,3.6,300,48900,2
3587,300,0,4.4,300,34200,2
3588,300,0,3.6,300,3900,2
3589,300,0,4.8,300,1200,2
3590,600,300,4.4,600,4800,2
3591,600,0,5.2,600,900,2
3592,300,300,4,300,900,2
3593,300,0,3.6,300,0,2
3594,600,600,4.4,600,600,2
3595,600,300,4.4,600,900,2
3596,600,300,4.8,600,600,2
3597,300,0,3.6,300,3000,2
3598,300,300,4,300,1200,2
3599,300,0,3.6,300,4200,2
3600,300,0,3.6,300,5700,2
3601,900,600,11.6,900,27600,2
3602,600,300,14,600,0,2
3603,300,0,4,300,24300,2
3604,600,600,3.6,600,3900,2
3605,300,0,3.6,300,3900,2
3606,300,300,4,300,25500,2
3607,300,600,13.2,300,11100,2
3608,300,900,28,300,27000,2
3609,600,1200,15.6,600,4500,2
3610,900,900,19.6,900,59400,2
3611,600,1200,30,600,0,2
3612,900,600,4.8,900,25500,2
3613,300,0,3.6,300,3900,2
3614,1200,300,18,1200,50100,2
3615,300,900,21.2,300,0,2
3616,300,300,14.8,300,300,2
3617,300,300,14.8,300,3600,2
3618,600,300,18,600,6000,2
3619,300,300,8.4,300,3600,2
3620,300,300,4,300,5400,2
3621,300,0,4,300,0,2
3622,300,0,4,300,1500,2
3623,300,0,4,300,0,2
3624,900,300,4.4,900,80700,2
3625,600,300,5.2,600,1200,2
3626,600,300,3.6,600,900,2
3627,600,300,4,600,1500,2
3628,300,300,4,300,27300,2
3629,300,0,4.4,300,133800,2
3630,600,300,5.2,600,3000,2
3631,300,0,3.6,300,600,2
3632,600,300,3.6,600,7800,2
3633,300,0,3.6,300,4800,2
3634,300,0,22.4,300,52800,2
3635,300,0,4.8,300,900,2
3636,300,0,3.6,300,1200,2
3637,600,300,3.61,600,11700,2
3638,600,300,3.21,600,600,2
3639,600,300,3.61,600,900,2
3640,600,300,3.61,600,600,2
3641,300,0,3.21,300,3000,2
3642,300,0,3.21,300,0,2
3643,600,600,4.81,600,900,2
3644,600,900,5.21,600,2100,2
3645,900,600,3.61,900,0,2
3646,600,600,3.61,600,600,2
3647,600,300,4.6,600,3000,2
3648,300,0,4.8,300,18000,2
3649,1200,300,30,1200,300,2
3650,600,600,16.4,600,0,2
3651,300,0,3.6,300,1200,2
3652,600,600,20,600,0,2
3653,1200,600,20,1200,300,2
3654,600,600,24,600,600,2
3655,300,300,3.6,300,1800,2
3656,900,300,16,900,8700,2
3657,600,1200,10.4,600,300,2
3658,600,300,4.4,600,5400,2
3659,300,0,3.6,300,900,2
3660,600,600,4.4,600,900,2
3661,600,600,4.8,600,300,2
3662,600,300,5.2,600,300,2
3663,600,300,4.8,600,300,2
3664,600,300,4.4,600,300,2
3665,300,300,4.4,300,1200,2
3666,600,1200,4.8,600,900,2
3667,600,300,4,600,300,2
3668,300,300,3.4,300,0,2
3669,900,300,4.4,900,3300,2
3670,300,0,3.6,300,0,2
3671,600,900,4.6,600,600,2
3672,300,300,3.6,300,600,2
3673,600,900,4.8,600,4200,2
3674,300,0,3.6,300,0,2
3675,600,300,4.8,600,46200,2
3676,600,300,5.6,600,300,2
3677,600,300,5.2,600,0,2
3678,300,300,3.6,300,300,2
3679,600,300,4,600,1200,2
3680,600,300,4.8,600,900,2
3681,300,0,4,300,300,2
3682,300,0,3.6,300,0,2
3683,300,0,3.41,300,2400,2
3684,300,0,3.41,300,2400,2
3685,300,300,3.81,300,1200,2
3686,300,0,16,300,33600,2
3687,900,300,4.4,900,29700,2
3688,600,300,5.2,600,600,2
3689,600,300,4,600,0,2
3690,600,300,5.2,600,900,2
3691,300,300,4,300,300,2
3692,600,300,4,600,900,2
3693,600,300,4.8,600,2400,2
3694,600,300,4.8,600,300,2
3695,600,300,4.4,600,2100,2
3696,300,0,3.6,300,8100,2
3697,300,0,3.6,300,6300,2
3698,900,300,3.61,900,51300,2
